TOXCODE,toxic,lars,lcad,lchr,lcop,llead,lmerc,lnick,lsilv,lzinc,lacen,lacpt,lanth,lbaa,lban,lbap,lchry,lflan,lflen,lmeth,lnapt,lphen,lpyre
F,0,,-0.967584026,,3.819907717,,-1.148853505,,-1.30933332,,5.075173815,2.708050201,5.913503006,5.347107531,4.369447852,5.598421959,5.634789603,6.779921907,5.135798437,3.663561646,4.025351691,5.298317367,6.536691598
T,1,,-0.061875404,,4.795790546,,-1.366491734,,0.029558802,,4.574710979,3.33220451,5.768320996,6.040254711,4.290459441,5.736572297,6.234410726,7.090076836,4.700480366,3.713572067,4.317488114,6.01615716,6.492239835
T,1,,0.254642218,,5.955837369,,-1.244794799,,0.231111721,,5.247024072,4.043051268,6.01615716,6.214608098,5.298317367,6.01615716,5.940171253,7.649692624,5.438079309,4.007333185,4.787491743,7.090076836,7.377758908
T,1,,-0.15082289,,4.334672938,,-1.187443502,,0.292669614,,3.526360525,2.833213344,4.700480366,5.438079309,3.610917913,5.247024072,5.736572297,6.131226489,3.737669618,3.17805383,3.737669618,5.703782475,6.327936784
T,1,,-0.105360516,,4.511957804,,-1.145703896,,-0.094310679,,4.127134385,3.218875825,5.438079309,5.913503006,4.060443011,5.438079309,6.173786104,6.646390515,4.304065093,3.36729583,3.850147602,5.991464547,6.445719819
T,1,,-0.020202707,,4.520701029,,-1.546463113,,-1.30933332,,4.605170186,3.218875825,5.347107531,6.152732695,4.234106505,5.966146739,6.380122537,6.646390515,4.941642423,3.737669618,4.430816799,6.672032945,6.684611728
T,1,,0.09531018,,5.214935758,,-0.972861083,,0.104360015,,6.309918278,4.077537444,7.313220387,6.579251212,6.040254711,6.745236349,6.56526497,8.665613197,6.492239835,4.700480366,5.438079309,8.006367568,8.612503371
F,0,,-0.094310679,,4.770684624,,-1.123930097,,-0.198450939,,3.970291914,3.433987204,5.192956851,5.966146739,4.406719247,5.799092654,6.29156914,6.214608098,4.143134726,3.433987204,4.110873864,6.173786104,6.380122537
T,1,,-0.314710745,,4.379523504,,-2.364460497,,-0.248461359,,1.791759469,1.458615023,2.995732274,4.077537444,1.791759469,4.143134726,4.941642423,5.298317367,1.791759469,2.602689685,3.020424886,4.700480366,5.393627546
F,0,,-1.609437912,,3.758871826,,-2.937463365,,-2.882403588,,5.598421959,3.511545439,4.442651256,4.700480366,3.63758616,4.276666119,5.135798437,6.063785209,3.839452313,4.317488114,5.298317367,5.298317367,5.991464547
T,1,,0.741937345,,4.727387819,,-0.258770729,,0.683096845,,8.38935982,5.075173815,8.824677891,7.649692624,5.393627546,7.090076836,7.824046011,9.169518377,9.126958763,5.598421959,6.063785209,9.305650552,8.794824928
T,1,,0.067658648,,5.236441963,,-0.721546655,,0.21511138,,6.131226489,5.966146739,7.43838353,7.901007052,5.521460918,8.006367568,8.881836305,8.318742253,5.480638923,7.003065459,7.047517221,7.783224016,8.665613197
T,1,,2.252343877,,5.272999559,,1.530394705,,1.294727168,,5.686975356,5.598421959,5.966146739,6.620073207,5.347107531,6.593044534,7.377758908,7.649692624,5.438079309,6.476972363,6.620073207,7.313220387,7.60090246
T,1,,1.843719208,,5.293304825,,-0.231932057,,0.746687947,,4.700480366,5.991464547,8.342839804,8.366370302,6.56526497,8.101677747,8.71604405,8.961879013,6.593044534,4.787491743,5.560681631,7.60090246,8.517193191
T,1,,0.104360015,,5.003946306,,-0.869884359,,0.157003749,,5.814130532,5.768320996,6.253828812,7.244227516,5.579729826,7.003065459,7.972466016,7.937374696,5.65248918,6.620073207,6.802394763,6.721425701,7.937374696
T,1,,0.488580015,,4.96284463,,-0.404965233,,0.746687947,,5.940171253,5.799092654,5.192956851,6.363028104,5.579729826,6.363028104,7.090076836,6.907755279,5.541263545,6.551080335,6.956545443,5.991464547,7.090076836
T,1,,1.043804052,,5.075173815,,-0.563874845,,0.009950331,,5.247024072,5.247024072,5.480638923,6.877296071,5.164785974,6.802394763,7.377758908,7.696212639,5.192956851,6.052089169,6.01615716,6.507277712,7.783224016
T,1,,0.182321557,,4.770684624,,-0.629233855,,0.182321557,,5.192956851,4.941642423,5.247024072,6.413458957,5.272999559,6.194405391,7.090076836,6.791221463,5.105945474,5.752572639,5.899897354,5.966146739,6.907755279
T,1,,1.061256502,,4.86753445,,-0.245900538,,0.254642218,,5.347107531,5.347107531,6.907755279,7.863266724,5.438079309,7.244227516,8.318742253,8.496990484,5.438079309,6.063785209,6.003887067,7.313220387,8.5754621
F,0,,-0.385662481,,4.541164856,,-0.936493439,,0.048790164,,2.442347035,4.304065093,5.521460918,5.913503006,4.110873864,5.828945618,6.684611728,6.551080335,3.871201011,3.481240089,4.787491743,6.063785209,6.845879875
F,0,,-0.15082289,,4.709530201,,-0.555125883,,0.300104592,,6.152732695,7.170119543,8.38935982,8.536995819,6.29156914,8.006367568,9.126958763,10.08580911,6.907755279,3.663561646,6.01615716,8.594154233,9.680344001
F,0,,0.157003749,,5.170483995,,-0.713349888,,0.165514438,,4.158883083,5.298317367,6.131226489,6.721425701,5.010635294,6.697034248,7.549609165,7.170119543,4.369447852,4.442651256,5.347107531,6.606650186,7.244227516
T,1,,-0.94160854,,4.001863709,,-1.518683549,,-0.891598119,,3.157000421,3.555348061,4.158883083,4.700480366,2.833213344,4.86753445,5.480638923,5.298317367,2.803360381,4.17438727,5.075173815,4.941642423,5.669880923
T,1,,1.646733697,,5.129898715,,-0.738144546,,0.431782416,,4.605170186,4.574710979,6.56526497,7.244227516,5.192956851,6.745236349,7.549609165,8.188689124,5.298317367,4.025351691,4.86753445,7.090076836,8.131530711
T,1,,-2.120263536,,3.411147713,,-3.575550769,,0.104360015,,4.976733742,4.65396035,3.496507561,4.17438727,4.744932128,3.772760938,5.135798437,6.214608098,4.49980967,5.783825182,5.913503006,4.262679877,5.940171253
T,1,,-0.072570693,,4.94875989,,-0.91130319,,0.165514438,,4.094344562,3.496507561,5.669880923,6.327936784,4.304065093,6.063785209,6.697034248,7.003065459,4.454347296,3.17805383,3.912023005,6.380122537,6.907755279
T,1,,0.438254931,,4.25561271,,-1.362577835,,-0.634878272,,5.598421959,5.501258211,5.010635294,5.010635294,5.105945474,4.248495242,5.634789603,6.551080335,5.192956851,6.396929655,6.214608098,5.799092654,6.396929655
T,1,,1.410986974,,4.590056548,,0.488580015,,0.076961041,,7.989560449,7.549609165,6.745236349,7.34601021,6.856461985,6.551080335,5.857933154,6.907755279,7.989560449,8.400659375,7.919356191,6.907755279,7.090076836
F,0,,1.00063188,,4.941642423,,-0.772190388,,0.688134639,,4.700480366,4.553876892,4.553876892,5.634789603,4.248495242,5.135798437,6.086774727,6.887552572,4.65396035,7.549609165,5.814130532,6.756932389,6.897704943
T,1,,-0.198450939,,4.564348191,,-1.589635285,,-0.634878272,,6.109247583,5.991464547,5.521460918,6.429719478,4.787491743,4.007333185,7.549609165,7.740664402,5.814130532,7.244227516,7.047517221,7.495541944,7.863266724
T,1,,-1.714798428,,3.740047741,,-2.603690186,,-2.040220829,,2.708050201,2.302585093,4.110873864,4.86753445,-0.051293294,4.605170186,5.135798437,5.703782475,0.500775288,3.135494216,1.423108334,5.393627546,5.736572297
T,1,,-0.328504067,,4.820281566,,-0.996958635,,-0.235722334,,4.521788577,4.86753445,5.991464547,6.672032945,4.700480366,6.413458957,7.003065459,7.313220387,5.192956851,3.688879454,5.010635294,6.907755279,7.495541944
T,1,,-1.714798428,,4.467056884,,-2.796881415,,-2.364460497,,4.317488114,4.094344562,3.912023005,3.238678452,3.795489189,3.277144733,3.610917913,5.480638923,4.007333185,6.779921907,6.29156914,6.633318433,5.913503006
T,1,,-1.514127733,,4.014579594,,-2.162823151,,-1.771956842,,2.890371758,2.890371758,4.941642423,4.86753445,2.48490665,4.553876892,5.347107531,5.828945618,3.465735903,2.890371758,3.36729583,5.075173815,5.768320996
F,0,,-2.120263536,,2.791165108,,-1.505077897,,-3.381394754,,1.791759469,1.704748092,2.564949357,3.044522438,0.97455964,2.833213344,3.761200116,3.951243719,1.609437912,2.63905733,2.970414466,3.713572067,4.077537444
F,0,,-2.302585093,,2.379546134,,-3.411247718,,-3.170085661,,1.704748092,1.558144618,2.48490665,2.944438979,0.955511445,2.833213344,3.583518938,3.36729583,1.547562509,4.86753445,4.700480366,3.850147602,3.828641396
F,0,,-1.771956842,,2.533696814,,-3.296837366,,-2.764620553,,2.890371758,2.944438979,2.079441542,1.840549633,2.251291799,1.223775432,2.708050201,3.044522438,2.674148649,4.007333185,4.905274778,2.079441542,3.218875825
F,0,,-2.525728644,,2.2300144,,-1.687399454,,-2.312635429,,1.704748092,1.558144618,1.398716881,2.48490665,1.08180517,2.302585093,3.044522438,3.36729583,1.704748092,2.48490665,2.833213344,2.995732274,3.663561646
F,0,,-1.237874356,,4.182050143,,-1.500583508,,-1.427116356,,4.304065093,4.700480366,6.131226489,7.170119543,5.298317367,6.907755279,7.783224016,7.495541944,4.605170186,3.401197382,4.700480366,6.779921907,7.740664402
T,1,,-0.653926467,,5.093750201,,-0.570929548,,-0.653926467,,5.010635294,5.075173815,6.492239835,7.003065459,5.075173815,6.70930434,7.696212639,7.43838353,5.560681631,4.276666119,5.298317367,7.090076836,7.549609165
T,1,,0.604315967,,7.625595072,,2.351375257,,0.019802627,,6.380122537,5.438079309,7.549609165,8.101677747,7.972466016,8.242756346,8.366370302,8.38935982,6.82437367,5.393627546,6.779921907,8.216088099,9.126958763
T,1,,-0.342490309,,7.478734826,,-0.14387037,,-0.072570693,,6.507277712,6.327936784,7.313220387,7.495541944,6.579251212,7.495541944,7.549609165,8.809862805,6.82437367,5.298317367,6.214608098,8.131530711,8.366370302
T,1,,-0.072570693,,5.093750201,,-0.853315933,,-0.733969175,,6.768493212,5.703782475,7.495541944,7.003065459,5.393627546,6.907755279,7.090076836,7.740664402,6.877296071,6.086774727,7.863266724,7.60090246,7.740664402
T,1,,1.124929597,,5.010635294,,-0.393042588,,-0.198450939,,8.536995819,6.593044534,9.210340372,9.148464968,8.188689124,8.909235279,9.680344001,10.20359214,8.699514748,7.972466016,9.61580548,9.903487553,10.23995979
F,0,,-1.771956842,,3.414442608,,-3.9633163,,-3.540459449,,3.912023005,3.555348061,4.007333185,2.803360381,4.317488114,3.449987546,3.238678452,6.063785209,4.007333185,4.382026635,4.17438727,5.135798437,5.393627546
T,1,,0.792992516,,4.615120517,,-1.328025453,,-0.673344553,,8.5754621,6.396929655,8.867850063,9.024010794,7.824046011,8.594154233,9.305650552,8.38935982,8.455317788,7.783224016,8.794824928,9.472704636,9.852194258
T,1,,-1.347073648,,3.78191432,,-2.364460497,,-2.430418465,,3.63758616,3.401197382,5.075173815,5.393627546,2.833213344,5.480638923,5.966146739,6.363028104,4.290459441,3.713572067,4.86753445,5.768320996,6.327936784
T,1,,-1.609437912,,4.324132656,,-1.537117251,,-1.237874356,,3.496507561,3.295836866,4.86753445,5.669880923,4.094344562,5.480638923,6.173786104,6.01615716,3.951243719,2.708050201,3.951243719,5.828945618,6.253828812
T,1,,0.131028262,,5.525452939,,-0.903868212,,2.112634509,,3.36729583,0.530628251,3.912023005,0.048790164,0.765467842,0.262364264,0.182321557,6.086774727,2.708050201,1.945910149,2.890371758,5.438079309,5.913503006
F,0,,-0.798507696,,4.154184563,,-0.820980552,,0.357674444,,6.309918278,6.396929655,5.438079309,5.192956851,5.347107531,4.442651256,6.492239835,6.29156914,6.476972363,7.244227516,7.495541944,7.783224016,6.633318433
F,0,,-0.733969175,,3.621670704,,-1.370421012,,-0.061875404,,2.833213344,3.555348061,4.700480366,5.010635294,3.433987204,5.075173815,5.347107531,5.521460918,3.63758616,3.135494216,4.605170186,4.941642423,5.703782475
F,0,,-1.560647748,,3.616308761,,-1.851509474,,-0.510825624,,2.995732274,3.36729583,5.598421959,5.438079309,3.912023005,5.634789603,5.886104031,5.857933154,3.583518938,3.258096538,3.970291914,5.480638923,5.940171253
T,1,,-0.510825624,,4.489759334,,-0.412489723,,-0.967584026,,5.669880923,5.247024072,7.003065459,8.160518247,6.856461985,7.863266724,8.131530711,9.392661929,6.131226489,4.86753445,5.703782475,7.740664402,9.024010794
T,1,,-0.510825624,,3.653252276,,-2.024953356,,-1.30933332,,6.040254711,4.787491743,7.003065459,6.907755279,5.736572297,6.461468176,7.60090246,7.696212639,5.991464547,4.290459441,4.86753445,7.244227516,7.549609165
F,0,,-1.966112856,,3.908014984,,-2.44184716,,-2.302585093,,2.140066163,1.704748092,2.197224577,1.098612289,1.609437912,3.33220451,2.302585093,2.708050201,2.140066163,1.098612289,0.693147181,2.890371758,2.564949357
T,1,,-2.040220829,,3.269568939,,-2.918771232,,-2.882403588,,1.386294361,0.955511445,1.871802177,1.609437912,1.871802177,1.252762968,2.564949357,2.944438979,1.470175845,2.197224577,2.351375257,2.397895273,2.944438979
F,0,,-2.207274913,,2.785011242,,-3.540459449,,-4.605170186,,1.208960346,0.717839793,2.302585093,1.30833282,0,1.335001067,1.609437912,2.240709689,1.208960346,-1.203972804,0.993251773,1.648658626,2.079441542
F,0,,-2.659260037,,2.995732274,,-4.199705078,,-4.605170186,,1.704748092,1.32175584,0.693147181,1.871802177,1.558144618,1.85629799,2.282382386,2.772588722,1.704748092,2.397895273,2.564949357,1.945910149,2.772588722
F,0,,-1.897119985,,3.839452313,,-2.918771232,,-2.302585093,,3.36729583,2.63905733,4.787491743,4.86753445,2.079441542,5.010635294,5.347107531,5.669880923,3.970291914,2.708050201,5.010635294,5.438079309,6.131226489
T,1,,1.968509981,,6.946975992,,-0.099820335,,0.982078472,,6.040254711,5.247024072,7.090076836,7.43838353,6.476972363,7.43838353,7.60090246,7.783224016,6.380122537,4.941642423,6.01615716,7.783224016,7.863266724
F,0,,1.029619417,,5.420534999,,0.615185639,,1.105256831,,6.063785209,6.131226489,7.937374696,8.006367568,7.549609165,8.131530711,8.318742253,8.455317788,6.733401892,5.560681631,7.244227516,8.006367568,8.68270763
T,1,,-0.653926467,,5.187385806,,0.494696242,,1.719188776,,5.480638923,5.438079309,6.040254711,7.244227516,5.075173815,7.244227516,7.901007052,7.783224016,5.298317367,6.214608098,6.214608098,7.003065459,8.160518247
T,1,,1.300191662,,5.365976015,,0.620576488,,1.5518088,,6.907755279,7.60090246,9.305650552,8.366370302,7.313220387,8.630521877,8.612503371,9.61580548,7.901007052,5.966146739,6.684611728,8.699514748,9.740968623
T,1,,0.770108222,,6.263398263,,0.75612198,,1.766441661,,6.593044534,7.090076836,8.318742253,8.318742253,6.877296071,8.070906089,8.496990484,8.867850063,6.907755279,7.244227516,7.901007052,8.101677747,8.853665428
T,1,,0.688134639,,4.927253685,,0.542324291,,0.688134639,,10.40426284,10.51867319,12.15477935,12.61153775,9.392661929,11.51292546,12.76568843,14.07787482,10.51867319,8.101677747,8.5754621,12.70684793,13.51440547
T,1,,2.844909384,,5.857933154,,1.358409158,,0.703097511,,6.109247583,7.863266724,8.536995819,8.974618038,7.170119543,9.011889433,9.903487553,9.210340372,6.756932389,5.393627546,6.856461985,8.476371197,9.546812609
F,0,,0.955511445,,5.164785974,,0.270027137,,1.460937904,,7.244227516,7.207859871,7.090076836,7.313220387,6.063785209,7.937374696,8.070906089,8.101677747,6.551080335,8.086410275,7.313220387,7.549609165,8.517193191
T,1,,0.815364813,,4.718498871,,0.350656872,,1.605429891,,6.309918278,7.843848638,6.131226489,6.445719819,6.476972363,5.323009979,7.170119543,7.244227516,7.170119543,8.699514748,7.495541944,6.173786104,7.937374696
T,1,,-1.427116356,,4.354141431,,-1.966112856,,-1.714798428,,2.708050201,2.708050201,4.189654742,4.941642423,2.772588722,4.700480366,5.298317367,5.940171253,3.36729583,1.945910149,2.995732274,5.192956851,5.799092654
T,1,,-0.693147181,,4.515245478,,-2.513306124,,-1.049822124,,3.860729711,3.449987546,4.454347296,5.192956851,3.650658241,2.917770732,6.309918278,6.109247583,3.912023005,4.317488114,4.007333185,5.521460918,5.886104031
F,0,,-2.207274913,,3.496507561,,-3.611918413,,-2.796881415,,4.110873864,2.302585093,4.941642423,5.298317367,3.044522438,5.010635294,5.521460918,6.70930434,4.48863637,2.302585093,3.218875825,6.327936784,6.522092798
T,1,,-0.798507696,,4.564348191,,-1.255266099,,-0.527632742,,7.60090246,5.669880923,7.60090246,7.783224016,6.152732695,7.244227516,8.318742253,10.30895266,8.188689124,5.669880923,5.940171253,8.839276691,9.210340372
F,0,,-1.386294361,,4.087655574,,-0.96233467,,-1.966112856,,3.401197382,2.63905733,5.135798437,5.075173815,3.295836866,4.941642423,5.560681631,6.109247583,4.143134726,3.044522438,4.007333185,5.598421959,6.29156914
T,1,,0.21511138,,4.934473933,,-0.632993258,,-0.46203546,,4.48863637,3.871201011,5.768320996,6.476972363,5.438079309,6.380122537,6.835184586,7.313220387,4.86753445,3.912023005,5.135798437,6.551080335,7.244227516
T,1,,-0.174353387,,5.220355825,,-0.569161201,,0.173953307,,4.49980967,4.025351691,5.799092654,6.522092798,5.438079309,6.173786104,6.791221463,7.313220387,4.941642423,3.850147602,4.86753445,6.593044534,7.090076836
T,1,,0.270027137,,5.840641657,,-0.192371893,,0.165514438,,6.672032945,4.442651256,7.43838353,8.03915739,4.553876892,8.216088099,8.732304571,9.210340372,6.579251212,5.438079309,5.940171253,8.5754621,9.011889433
T,1,,-0.356674944,,5.411646052,,-0.174353387,,-0.314710745,,4.382026635,4.007333185,6.445719819,6.907755279,4.17438727,6.907755279,7.740664402,7.824046011,4.317488114,4.905274778,4.65396035,7.244227516,7.740664402
T,1,,0.207014169,,5.673323267,,-0.074723546,,-0.235722334,,5.347107531,5.135798437,6.684611728,7.549609165,4.86753445,7.090076836,8.366370302,8.517193191,5.043425117,6.02827852,6.152732695,7.377758908,8.131530711
T,1,,0.371563556,,6.426488457,,-0.476424197,,0.970778917,,6.907755279,6.476972363,7.244227516,7.972466016,5.720311777,7.60090246,8.974618038,9.305650552,6.098074282,7.313220387,7.13089883,7.937374696,8.867850063
T,1,,-0.84397007,,4.912654886,,-0.532730459,,-0.733969175,,5.438079309,5.135798437,5.857933154,7.003065459,4.744932128,6.593044534,7.740664402,7.901007052,5.393627546,6.309918278,6.052089169,7.377758908,7.937374696
T,1,,-1.560647748,,4.456670178,,-3.194183212,,-2.488914671,,3.795489189,3.384390263,3.839452313,2.772588722,3.384390263,2.995732274,2.917770732,2.397895273,3.912023005,4.605170186,4.382026635,3.90197267,2.564949357
T,1,,-0.400477567,,5.379897354,,0.009950331,,-0.287682072,,4.86753445,4.744932128,5.940171253,6.551080335,4.553876892,7.549609165,7.43838353,7.549609165,4.86753445,5.438079309,5.298317367,7.090076836,7.696212639
T,1,,-0.527632742,,5.579729826,,-0.334075112,,-0.579818495,,5.438079309,5.347107531,6.620073207,7.377758908,6.086774727,7.313220387,7.740664402,7.901007052,5.521460918,4.007333185,5.736572297,7.43838353,8.03915739
T,1,,-0.274436846,,5.159055299,,0.488580015,,-0.597837001,,5.298317367,5.247024072,6.507277712,6.791221463,5.736572297,6.672032945,7.170119543,7.495541944,5.799092654,4.574710979,5.886104031,7.090076836,7.824046011
T,1,,-0.371063681,,7.170119543,,-0.302457358,,0.21511138,,5.075173815,4.510859507,5.736572297,6.768493212,4.605170186,6.8134446,7.863266724,7.783224016,5.164785974,5.783825182,5.857933154,6.721425701,7.740664402
T,1,,-0.967584026,,5.117993812,,-0.253602759,,-1.021651248,,3.970291914,4.317488114,5.480638923,6.253828812,4.119037175,6.194405391,6.593044534,6.835184586,4.369447852,3.63758616,5.347107531,6.476972363,7.170119543
F,0,2.140066163,-0.020202707,4.219507705,5.991464547,3.828641396,0.300104592,4.297285406,-1.370421012,4.624972813,2.995732274,2.995732274,2.995732274,5.521460918,4.605170186,3.912023005,5.521460918,6.56526497,2.995732274,,5.393627546,5.480638923,6.429719478
T,1,2.066862759,0.182321557,4.394449155,4.276666119,3.610917913,0.524728529,4.49535532,-0.975510092,4.905274778,5.010635294,2.995732274,4.700480366,6.063785209,4.605170186,3.912023005,6.29156914,7.244227516,5.347107531,,5.913503006,6.345636361,7.003065459
T,1,2.451005098,-0.597837001,4.454347296,4.234106505,2.564949357,-0.210721031,4.709530201,-1.509592577,4.709530201,2.995732274,2.995732274,2.995732274,2.995732274,4.605170186,3.912023005,2.995732274,6.173786104,2.995732274,,5.560681631,5.347107531,5.966146739
F,0,2.186051277,-0.127833372,4.406719247,4.276666119,2.890371758,-0.030459207,4.65396035,-1.272965676,4.762173935,4.700480366,2.995732274,5.634789603,6.551080335,4.605170186,3.912023005,6.70930434,7.313220387,5.010635294,,5.669880923,6.779921907,7.170119543
T,1,2.379546134,-1.171182982,4.143134726,4.369447852,2.564949357,-0.616186139,4.770684624,-1.5945493,4.727387819,2.302585093,2.302585093,4.86753445,5.010635294,3.912023005,3.218875825,5.135798437,6.309918278,3.465735903,,4.510859507,5.135798437,5.940171253
T,1,1.931521412,-0.693147181,4.043051268,4.110873864,2.397895273,-0.446287103,4.276666119,-1.575036486,4.574710979,2.302585093,2.302585093,3.63758616,4.382026635,3.912023005,3.218875825,4.532599493,5.298317367,4.189654742,,4.605170186,5.135798437,5.438079309
T,1,2.379546134,-1.108662625,4.189654742,4.127134385,2.302585093,-0.616186139,4.624972813,-1.443923474,4.736198448,2.302585093,2.302585093,2.302585093,2.302585093,3.912023005,3.218875825,2.302585093,5.298317367,2.302585093,,4.553876892,4.700480366,5.192956851
F,0,2.140066163,-1.021651248,4.234106505,4.204692619,2.079441542,-0.527632742,4.762173935,-1.527857925,4.744932128,2.302585093,2.302585093,2.302585093,2.302585093,3.912023005,3.218875825,2.302585093,2.302585093,2.302585093,,4.941642423,5.438079309,5.192956851
T,1,2.104134154,-0.356674944,3.63758616,4.025351691,3.135494216,-2.120263536,3.044522438,-0.563874845,4.406719247,3.912023005,3.912023005,3.912023005,3.912023005,5.521460918,4.828313737,3.912023005,3.912023005,3.912023005,,3.912023005,3.912023005,3.912023005
T,1,1.931521412,-0.510825624,3.713572067,3.401197382,2.2300144,-2.918771232,3.091042453,-2.128631786,4.043051268,3.912023005,3.912023005,3.912023005,3.912023005,5.521460918,4.828313737,3.912023005,3.912023005,3.912023005,,3.912023005,3.912023005,3.912023005
T,1,1.871802177,0.09531018,4.043051268,4.077537444,2.944438979,-2.207274913,3.496507561,-1.010601411,4.584967479,3.912023005,3.912023005,3.912023005,3.912023005,5.521460918,4.828313737,3.912023005,3.912023005,3.912023005,,3.912023005,3.912023005,3.912023005
T,1,2.091864062,0.641853886,4.043051268,3.951243719,2.564949357,-2.501036032,3.433987204,-1.339410775,4.430816799,3.912023005,3.912023005,3.912023005,3.912023005,5.521460918,4.828313737,3.912023005,3.912023005,3.912023005,,3.912023005,3.912023005,3.912023005
F,0,0.641853886,-2.302585093,3.891820298,3.33220451,-0.916290732,-4.135166557,3.295836866,-0.994252273,4.276666119,2.995732274,2.995732274,2.995732274,2.995732274,4.605170186,3.912023005,2.995732274,2.995732274,2.995732274,,2.995732274,2.995732274,2.995732274
F,0,0.741937345,-2.302585093,3.931825633,3.496507561,-2.995732274,-3.816712826,3.401197382,-0.994252273,4.343805422,2.995732274,2.995732274,2.995732274,2.995732274,4.605170186,3.912023005,2.995732274,2.995732274,2.995732274,,2.995732274,2.995732274,2.995732274
T,1,1.223775432,-1.609437912,4.094344562,3.912023005,1.722766598,-3.540459449,3.496507561,-0.248461359,4.454347296,2.995732274,2.995732274,2.995732274,2.995732274,4.605170186,3.912023005,2.995732274,2.995732274,2.995732274,,2.995732274,2.995732274,2.995732274
T,1,1.722766598,-0.916290732,4.33073334,4.304065093,2.292534757,-3.057607677,3.828641396,-1.523260216,4.624972813,2.995732274,2.995732274,2.995732274,2.995732274,4.605170186,3.912023005,2.995732274,2.995732274,2.995732274,,2.995732274,2.995732274,2.995732274
T,1,2.48490665,0,3.713572067,4.718498871,5.501258211,0.524728529,3.496507561,-0.299754654,6.073044534,3.688879454,3.688879454,3.688879454,5.857933154,5.298317367,4.605170186,5.913503006,6.413458957,3.688879454,,3.688879454,5.703782475,7.003065459
T,1,2.397895273,0.693147181,3.713572067,5.105945474,6.408528791,0.076961041,3.496507561,-0.429245637,6.532334292,6.445719819,3.688879454,6.131226489,7.244227516,5.298317367,7.244227516,7.313220387,7.740664402,6.194405391,,6.040254711,7.649692624,8.131530711
T,1,1.974081026,-0.916290732,3.761200116,4.663439094,3.555348061,-1.272965676,3.610917913,-0.393042588,4.787491743,3.688879454,3.688879454,3.688879454,3.688879454,5.298317367,4.605170186,3.688879454,5.393627546,3.688879454,,3.688879454,5.347107531,5.703782475
F,0,2.63905733,-0.356674944,3.688879454,4.615120517,4.605170186,-0.544727175,3.258096538,-0.430782916,5.257495372,3.688879454,3.688879454,3.688879454,3.688879454,5.298317367,4.605170186,3.688879454,3.218875825,3.688879454,,3.688879454,3.688879454,3.688879454
T,1,3.433987204,-0.356674944,3.891820298,5.023880521,5.170483995,-0.248461359,3.17805383,-0.510825624,6.131226489,3.912023005,3.912023005,5.192956851,6.536691598,5.298317367,3.912023005,6.327936784,6.70930434,3.912023005,,4.787491743,6.173786104,7.244227516
T,1,2.197224577,-0.693147181,3.63758616,4.48863637,3.931825633,-0.673344553,3.295836866,-0.398986142,4.753590191,3.912023005,3.912023005,3.912023005,5.768320996,5.298317367,5.298317367,5.393627546,5.913503006,3.912023005,,4.605170186,5.247024072,6.309918278
T,1,1.887069649,-1.609437912,3.218875825,3.663561646,3.36729583,-1.832581464,2.890371758,-1.737271284,4.234106505,3.912023005,3.912023005,3.912023005,3.912023005,5.298317367,3.912023005,3.912023005,5.480638923,3.912023005,,3.912023005,3.912023005,6.507277712
F,0,1.740466175,-1.609437912,3.091042453,2.995732274,3.135494216,-1.832581464,2.833213344,-1.370421012,3.784189634,3.912023005,3.912023005,3.912023005,5.010635294,5.298317367,4.941642423,4.941642423,5.247024072,3.912023005,,3.912023005,5.298317367,5.703782475
T,1,2.501435952,0.641853886,3.912023005,4.442651256,3.63758616,-1.560647748,3.784189634,-0.999672341,5.746203191,5.913503006,1.504077397,6.551080335,6.697034248,1.504077397,5.521460918,6.476972363,8.476371197,6.01615716,,7.170119543,7.549609165,7.824046011
T,1,2.292534757,-0.186329578,3.988984047,4.394449155,3.218875825,-1.609437912,3.871201011,-1.523260216,4.94875989,4.700480366,1.504077397,3.295836866,5.075173815,1.504077397,1.504077397,5.075173815,6.646390515,4.941642423,,6.620073207,5.940171253,6.234410726
T,1,2.646174797,0.405465108,3.871201011,4.406719247,3.850147602,-1.46967597,3.761200116,-1.096614286,5.468060141,5.634789603,1.504077397,4.700480366,1.504077397,1.504077397,1.504077397,5.347107531,6.721425701,5.669880923,,7.495541944,6.877296071,6.779921907
T,1,2.895911938,0.09531018,4.204692619,4.709530201,4.406719247,-1.347073648,3.80666249,-1.864330162,6.979145275,8.101677747,6.646390515,6.01615716,5.913503006,1.504077397,1.504077397,5.828945618,8.318742253,7.649692624,,8.68270763,8.455317788,7.649692624
T,1,2.140066163,1.131402111,4.127134385,4.615120517,3.688879454,-1.714798428,3.931825633,-0.879476759,5.517452896,5.480638923,1.504077397,6.791221463,6.8134446,1.504077397,1.504077397,6.620073207,7.495541944,5.521460918,,6.380122537,1.504077397,7.313220387
T,1,1.808288771,0.09531018,3.526360525,3.891820298,3.218875825,-1.609437912,3.526360525,-1.692819521,4.356708827,4.787491743,1.504077397,1.504077397,1.504077397,1.504077397,1.504077397,1.504077397,6.672032945,1.504077397,,6.672032945,6.445719819,6.445719819
F,0,2.041220329,0.641853886,3.970291914,4.369447852,3.526360525,-1.46967597,3.912023005,-0.988861425,4.882801923,6.173786104,4.787491743,6.173786104,6.29156914,1.504077397,1.504077397,6.131226489,7.244227516,5.991464547,,7.244227516,7.377758908,7.377758908
